Sl.,Voucher No.,Trans. Date,Value Date,Narration,Dr,Cr
4105,MA2193,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080235// RFX30G5FBFE37NY//14000010000/BTK/124515.000                                                                      ,1015.28,0
4106,MA2194,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080237// RFX30Q3U9GL9BGG//14000010000/BTK/50027.360                                                                       ,407.92,0
4107,MA2199,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080239// RFX30JGT2IMVDFU//14000010000/BTK/54948.320                                                                       ,448.04,0
4108,MA2210,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080242// RFX30640Z4ZKOG8//14000010000/BTK/50560.350                                                                       ,412.26,0
4109,MA2234,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080256// RFX30J3QWV27UU8//14000010000/BTK/47039.000                                                                       ,383.55,0
4110,MA2238,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080258// RFX30EI6V3BXOZU//14000010000/BTK/110560.000                                                                      ,901.49,0
4111,MA2239,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080259// RFX30E2WAB4PUF3//14000010000/BTK/121748.000                                                                      ,992.72,0
4112,MA2247,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080262// RFX3092P2Z46BNA//14000010000/BTK/165840.000                                                                      ,1352.24,0
4113,MA2248,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080263// RFX102YS6K3SGMXH//14000010000/BTK/17500.340                                                                      ,142.69,0
4114,MA2291,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080268// RFX30JJD79O1TGC//14000010000/BTK/41505.000                                                                       ,338.42,0
4115,MA2313,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080269// RFX301ZC6Y9F2EE//14000010000/BTK/68759.950                                                                       ,560.66,0
4116,MA2407,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080280// RFX30EX56LKMGU3//14000010000/BTK/35694.300                                                                       ,291.04,0
4117,MA2430,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080284// RFX306VMOVRCSCR//14000010000/BTK/50857.460                                                                       ,414.68,0
4118,MA2431,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080285// RFX30KAY8Q6SRWQ//14000010000/BTK/71942.000                                                                       ,586.61,0
4119,MA2657,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080346// RFX304WYQRZZLOK//14000010000/BTK/52573.000                                                                       ,428.67,0
4120,MA2676,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080350// RFX329TKLS2092X//14000010000/BTK/50903.660                                                                       ,415.06,0
4121,MA2733,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080367// RFX30PWZ876MNUN//14000010000/BTK/13558.300                                                                       ,110.55,0
4122,MA2919,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080427// RFX41GNBLCQR25L//14000010000/BTK/27720.000                                                                       ,226.02,0
4123,MA3019,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080461// RFX30Y5JGDZ6O4R//14000010000/BTK/110680.000                                                                      ,902.47,0
4124,MA3263,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080540// RFX300TRNXRYZP8//14000010000/BTK/293302.000                                                                      ,2391.56,0
4125,MA3390,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080580// RFX30V6ZSWRKSH1//14000010000/BTK/84393.500                                                                       ,688.13,0
4126,MA3498,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080619// RFX30SA4UW4RCRT//14000010000/BTK/54796.750                                                                       ,446.8,0
4127,MA3848,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080742// RFX30QDL0O9TSLQ//14000010000/BTK/49384.560                                                                       ,402.67,0
4128,MA4008,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217080825// RFX30DQ3DNTIMGW//14000010000/BTK/54796.750                                                                       ,446.8,0
4129,MA4964,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081184// RFX30SUBREVE2ZZ//14000010000/BTK/82594.950                                                                       ,673.47,0
4130,MA5980,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081467// RFX13MNRIVUVQAA//14000010000/BTK/185000.000                                                                      ,1508.47,0
4131,MA6142,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081523// RFX307G8UPZI7TD//14000010000/BTK/43939.960                                                                       ,358.28,0
4132,MA6768,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081762// RFX30PGYT7ZQ7NW//14000010000/BTK/69175.000                                                                       ,564.04,0
4133,MA6880,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081834// RFX3042Z59HMNDZ//14000010000/BTK/48643.860                                                                       ,396.63,0
4134,MA6883,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081840// RFX30VYOEYAX8HQ//14000010000/BTK/41505.000                                                                       ,338.42,0
4135,MA6913,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081857// RFX30B4EDS6O5ZM//14000010000/BTK/16602.000                                                                       ,135.37,0
4136,MA7077,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217081935// RFX30CNHIJU82QV//14000010000/BTK/50992.950                                                                       ,415.79,0
4137,MA7235,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082004// RFX30FGU6GQ6VES//14000010000/BTK/27393.300                                                                       ,223.36,0
4138,MA7291,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082021// RFX41279OM1MEN8//14000010000/BTK/31545.000                                                                       ,257.21,0
4139,MA7552,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082122// RFX309HP69A67TT//14000010000/BTK/32927.300                                                                       ,268.48,0
4140,MA7919,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082260// RFX3530WASEPYV5//14000010000/BTK/80016.480                                                                       ,652.44,0
4141,MA8000,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082300// RFX3595TJYN7P03//14000010000/BTK/24867.000                                                                       ,202.76,0
4142,MA8005,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082306// RFX306WUCG6HB7L//14000010000/BTK/48422.500                                                                       ,394.83,0
4143,MA8012,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082309// RFX30QB2Q75IW0S//14000010000/BTK/16325.300                                                                       ,133.11,0
4144,MA8055,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082331// RFX30XD1EQ10K1Z//14000010000/BTK/11068.000                                                                       ,90.24,0
4145,MA8141,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082385// RFX30GXEV75NUGD//14000010000/BTK/100995.500                                                                      ,823.51,0
4146,MA8177,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082406// RFX898MCWWSNMMC//14000010000/BTK/25916.940                                                                       ,211.32,0
4147,MA8178,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082407// RFX89TGG3XA7FZS//14000010000/BTK/57691.440                                                                       ,470.41,0
4148,MA8257,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082435// RFX35I4O2KJBK41//14000010000/BTK/173478.200                                                                      ,1414.53,0
4149,MA8275,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082453// RFX30V3LOQ7J3Z1//14000010000/BTK/30160.300                                                                       ,245.92,0
4150,MA8320,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082480// RFX30JB7IA24QPZ//14000010000/BTK/202544.400                                                                      ,1651.53,0
4151,MA8353,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082504// RFX3011B914YIKW//14000010000/BTK/30160.300                                                                       ,245.92,0
4152,MA8356,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082508// RFX35Y646XY985S//14000010000/BTK/46003.950                                                                       ,375.11,0
4153,MA8362,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082511// RFX30MQ7Z4TK90W//14000010000/BTK/55340.000                                                                       ,451.23,0
4154,MA8364,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082518// RFX30K5ULV2R443//14000010000/BTK/39844.800                                                                       ,324.89,0
4155,MA8504,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082580// RFX305NW1KVEJA7//14000010000/BTK/105146.000                                                                      ,857.35,0
4156,MA8508,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082581// RFX30IKVFBSYF3B//14000010000/BTK/27393.300                                                                       ,223.36,0
4157,MA8658,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082636// RFX30IVRL29WX1C//14000010000/BTK/52573.000                                                                       ,428.67,0
4158,MA8948,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082775// RFX30WEJNE2RAT3//14000010000/BTK/199224.000                                                                      ,1624.46,0
4159,MA9001,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082818// RFX69WGVZ12G22S//14000010000/BTK/45204.340                                                                       ,368.59,0
4160,MA9097,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217082885// RFX30NLVNOBNDAI//14000010000/BTK/152341.260                                                                      ,1242.18,0
4161,MA9646,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083118// RFX30WQ9PP9W0SV//14000010000/BTK/59014.010                                                                       ,481.19,0
4162,MA9760,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083188// RFX30BUFAAOIRKU//14000010000/BTK/82594.950                                                                       ,673.47,0
4163,MA9764,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083190// RFX30CEDQRIL6I9//14000010000/BTK/41505.000                                                                       ,338.42,0
4164,MA9988,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083268// RFX309UCP0B519R//14000010000/BTK/42723.830                                                                       ,348.36,0
4165,MB0474,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083524// RFX30IR1TEKTW2V//14000010000/BTK/27670.000                                                                       ,225.61,0
4166,MB0544,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083568// RFX3003FHWH7LNT//14000010000/BTK/27670.000                                                                       ,225.61,0
4167,MB0592,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083592// RFX89Y8L8JA1NCV//14000010000/BTK/35587.440                                                                       ,290.17,0
4168,MB0661,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083614// RFX35FQ0566JM1F//14000010000/BTK/30393.000                                                                       ,247.82,0
4169,MB0688,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083639// RFX306UD82I7NDJ//14000010000/BTK/43026.850                                                                       ,350.83,0
4170,MB1091,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083849// RFX897PJAWZDX8L//14000010000/BTK/100000.000                                                                      ,815.39,0
4171,MB1178,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217083917// RFX896JVGV8O5J0//14000010000/BTK/55739.300                                                                       ,457.29,0
4172,MB1536,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084171// RFX30WZDZV8GOMO//14000010000/BTK/110264.950                                                                      ,899.09,0
4173,MB1644,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084277// RFX30TXRQG58W4J//14000010000/BTK/21859.300                                                                       ,178.23,0
4174,MB1748,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084338// RFX30BNXD8VQ8VI//14000010000/BTK/33204.000                                                                       ,270.74,0
4175,MB1752,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084347// RFX30JAHY151KCV//14000010000/BTK/151631.600                                                                      ,1236.39,0
4176,MB1803,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084417// RFX30EDYUKC604Q//14000010000/BTK/44563.530                                                                       ,363.36,0
4177,MB1872,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084428// RFX30TACD8YT4FX//14000010000/BTK/50890.450                                                                       ,414.95,0
4178,MB1873,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084432// RFX30WX6ANIHOV7//14000010000/BTK/50890.450                                                                       ,414.95,0
4179,MB2163,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084661// RFX301ZNU3BXJTH//14000010000/BTK/50359.400                                                                       ,410.62,0
4180,MB2235,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084690// RFX30FRA2UUE7ZB//14000010000/BTK/82194.960                                                                       ,670.21,0
4181,MB2283,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084748// RFX30SVZYML7MNS//14000010000/BTK/415050.000                                                                      ,3384.29,0
4182,MB2285,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217084758// RFX30BDKY8MC5SQ//14000010000/BTK/74709.000                                                                       ,609.17,0
4183,MB4835,18-Apr-25,18-Apr-25,CASH RECD-ICTC 217086609// RFX30BN99EBLO54//14000010000/BTK/44272.000                                                                       ,360.99,0
4184,MC7906,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093705// RFX69RXWFZPK44P//14000010000/BTK/29304.820                                                                       ,238.94,0
4185,MC8053,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093745// RFX30J551H9BZG1//14000010000/BTK/21859.300                                                                       ,178.23,0
4186,MC8084,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093761// RFX30PUW8M6JRUY//14000010000/BTK/57968.650                                                                       ,472.67,0
4187,MC8109,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093771// RFX30X5Q9EPLJT2//14000010000/BTK/69956.820                                                                       ,570.42,0
4188,MC8137,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093780// RFX30N4J2ISIT92//14000010000/BTK/38738.000                                                                       ,315.86,0
4189,MC8148,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093785// RFX69F22KGOK2C6//14000010000/BTK/49439.800                                                                       ,403.12,0
4190,MC8185,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093798// RFX30M2XW7WUMXL//14000010000/BTK/276146.600                                                                      ,2251.68,0
4191,MC8189,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093799// RFX35LCCQMUUYEY//14000010000/BTK/107640.000                                                                      ,877.69,0
4192,MC8193,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093805// RFX32YCZYCHGKEQ//14000010000/BTK/20521.660                                                                       ,167.33,0
4193,MC8218,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093814// RFX102VW2TK1UN9I//14000010000/BTK/68245.840                                                                      ,556.47,0
4194,MC8260,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093831// RFX690FBW508A20//14000010000/BTK/100013.750                                                                      ,815.5,0
4195,MC8264,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093833// RFX30JBIDEU4BTO//14000010000/BTK/102268.000                                                                      ,833.88,0
4196,MC8269,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093835// RFX305BB9C20523//14000010000/BTK/70420.150                                                                       ,574.2,0
4197,MC8372,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093886// RFX30368Y03ORMG//14000010000/BTK/41460.000                                                                       ,338.06,0
4198,MC8480,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093888// RFX69HGG65HK55I//14000010000/BTK/43868.100                                                                       ,357.69,0
4199,MC8822,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093929// RFX30UJ744J9XZV//14000010000/BTK/10779.600                                                                       ,87.89,0
4200,MC8984,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217093954// RFX30DKZF9HSLXY//14000010000/BTK/41460.000                                                                       ,338.06,0
4201,MC9249,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094161// RFX66651W3DBJMC//14000010000/BTK/137850.000                                                                      ,1124.02,0
4202,MC9250,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094163// RFX303Z5LJZX80B//14000010000/BTK/54948.320                                                                       ,448.04,0
4203,MC9251,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094164// RFX891VGNPWPP3X//14000010000/BTK/57138.840                                                                       ,465.9,0
4204,MC9298,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094208// RFX89QABB9CBQRL//14000010000/BTK/55260.000                                                                       ,450.58,0
4205,MC9648,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094437// RFX30NJB9OT4SRG//14000010000/BTK/110560.000                                                                      ,901.49,0
4206,MC9701,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094483// RFX30TQHYHFDBJ1//14000010000/BTK/29022.000                                                                       ,236.64,0
4207,MD0008,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094659// RFX89XRU8Q4TTH9//14000010000/BTK/89010.000                                                                       ,725.78,0
4208,MD0415,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094929// RFX30YMXPQCIJML//14000010000/BTK/82505.400                                                                       ,672.74,0
4209,MD0496,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217094976// RFX30FQECDDJHBS//14000010000/BTK/181871.200                                                                      ,1482.96,0
4210,MD0719,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217095157// RFX30B6K9N5XZX2//14000010000/BTK/115673.400                                                                      ,943.19,0
4211,MD0742,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217095173// RFX30YKIVMVL6RC//14000010000/BTK/134054.000                                                                      ,1093.06,0
4212,MD1313,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217095537// RFX3082G6SER3AK//14000010000/BTK/40078.000                                                                       ,326.79,0
4213,MD1560,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217095699// RFX306XXLVCCC1W//14000010000/BTK/27363.600                                                                       ,223.12,0
4214,MD1708,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217095758// RFX30JLX6Z4KRT3//14000010000/BTK/110007.200                                                                      ,896.99,0
4215,MD1712,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217095766// RFX30RDZQLAYXTL//14000010000/BTK/71449.400                                                                       ,582.59,0
4216,MD1800,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217095821// RFX35ZZVFM5SUE6//14000010000/BTK/55200.000                                                                       ,450.09,0
4217,MD2098,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217096026// RFX30SJTBWEMHLI//14000010000/BTK/100001.520                                                                      ,815.4,0
4218,MD3059,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217096561// RFX30H4KO9XF0GE//14000010000/BTK/30011.990                                                                       ,244.71,0
4219,MD3267,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217096731// RFX30U1BIQWF7ZG//14000010000/BTK/20011.360                                                                       ,163.17,0
4220,MD3479,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217096872// RFX30YSDEPT86XA//14000010000/BTK/41183.600                                                                       ,335.8,0
4221,MD3571,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217096907// RFX30DCOC950F35//14000010000/BTK/55280.000                                                                       ,450.74,0
4222,MD3648,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217096966// RFX30DMKL375V7E//14000010000/BTK/82920.000                                                                       ,676.12,0
4223,MD3801,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097054// RFX30K1TGFYVL7G//14000010000/BTK/52314.480                                                                       ,426.56,0
4224,MD3871,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097081// RFX30S2FEPZBK6M//14000010000/BTK/20011.360                                                                       ,163.17,0
4225,MD4776,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097525// RFX30RJZV1BZRIP//14000010000/BTK/34550.000                                                                       ,281.71,0
4226,MD4888,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097582// RFX304JIGVI86SQ//14000010000/BTK/57629.400                                                                       ,469.9,0
4227,MD4918,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097597// RFX1253J0HIQTSL4//14000010000/BTK/44012.000                                                                      ,358.87,0
4228,MD4984,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097659// RFX30AT5GIYQ46Y//14000010000/BTK/46807.700                                                                       ,381.66,0
4229,MD4994,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097677// RFX30WPM4Z8H42Y//14000010000/BTK/26258.000                                                                       ,214.1,0
4230,MD5189,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097777// RFX35O0V9VHI2RS//14000010000/BTK/54924.000                                                                       ,447.84,0
4231,MD5233,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097827// RFX30NJQHHL844N//14000010000/BTK/52184.320                                                                       ,425.5,0
4232,MD5254,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097842// RFX30IG4FFTHYBI//14000010000/BTK/46666.570                                                                       ,380.51,0
4233,MD5317,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097887// RFX304MLFVUXRE9//14000010000/BTK/55280.000                                                                       ,450.74,0
4234,MD5324,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097893// RFX30DB2TEMYEX0//14000010000/BTK/46656.320                                                                       ,380.43,0
4235,MD5396,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097905// RFX302K2MIGVLMV//14000010000/BTK/10005.680                                                                       ,81.58,0
4236,MD5504,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217097951// RFX301L0QQF4QAS//14000010000/BTK/138200.000                                                                      ,1126.87,0
4237,MD5672,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098052// RFX308CC3718KWD//14000010000/BTK/46988.000                                                                       ,383.13,0
4238,MD6020,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098245// RFX30SDLROW4UD5//14000010000/BTK/46988.000                                                                       ,383.13,0
4239,MD6042,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098272// RFX35TOZVDDVFTZ//14000010000/BTK/73416.000                                                                       ,598.62,0
4240,MD6081,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098292// RFX30VDMXFFX0TO//14000010000/BTK/49752.000                                                                       ,405.67,0
4241,MD6127,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098300// RFX3094JPFF3N8Q//14000010000/BTK/19071.600                                                                       ,155.5,0
4242,MD6132,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098306// RFX309WFXFCX3C4//14000010000/BTK/20011.360                                                                       ,163.17,0
4243,MD6147,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098318// RFX30CCDGE836IB//14000010000/BTK/100001.520                                                                      ,815.4,0
4244,MD6277,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098406// RFX35DPP2PUCGJA//14000010000/BTK/22080.000                                                                       ,180.03,0
4245,MD6402,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098458// RFX300Q36EJ3RE4//14000010000/BTK/21835.600                                                                       ,178.04,0
4246,MD6586,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098496// RFX3081KL3LECQQ//14000010000/BTK/54063.840                                                                       ,440.83,0
4247,MD6616,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098520// RFX3077EYOZL1NM//14000010000/BTK/22112.000                                                                       ,180.29,0
4248,MD6675,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098540// RFX35D67HMC0UR0//14000010000/BTK/35199.450                                                                       ,288.78,0
4249,MD6692,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098551// RFX30UPJQI7WRG0//14000010000/BTK/38696.000                                                                       ,315.52,0
4250,MD6741,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098563// RFX30N51RGB7WNK//14000010000/BTK/35655.600                                                                       ,290.73,0
4251,MD6768,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098584// RFX300T87GDH5P8//14000010000/BTK/33168.000                                                                       ,270.44,0
4252,MD6907,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098667// RFX3052BZXTYZJ7//14000010000/BTK/30017.040                                                                       ,244.75,0
4253,MD6936,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098678// RFX30IIF0U7OUPH//14000010000/BTK/35655.600                                                                       ,290.73,0
4254,MD7023,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098725// RFX300JNYZKU4VH//14000010000/BTK/30404.000                                                                       ,247.91,0
4255,MD7045,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098740// RFX3584V26PW3D8//14000010000/BTK/121220.000                                                                      ,988.42,0
4256,MD7136,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217098816// RFX30D7HI861V9Z//14000010000/BTK/28745.600                                                                       ,234.38,0
4257,MD7516,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099034// RFX30NL2G6JBL0X//14000010000/BTK/30127.600                                                                       ,245.65,0
4258,MD7719,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099169// RFX303LYEO7V772//14000010000/BTK/33168.000                                                                       ,270.44,0
4259,MD7934,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099306// RFX305LRIX9VTKY//14000010000/BTK/30127.600                                                                       ,245.65,0
4260,MD7939,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099317// RFX305B5936SF01//14000010000/BTK/26258.000                                                                       ,214.1,0
4261,MD8004,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099354// RFX306IEFCS7OZO//14000010000/BTK/79741.400                                                                       ,650.2,0
4262,MD8166,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099510// RFX30H7KWO875KT//14000010000/BTK/55197.080                                                                       ,450.07,0
4263,MD8196,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099541// RFX30X4VKMW9WAA//14000010000/BTK/13820.000                                                                       ,112.68,0
4264,MD8329,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099624// RFX30ZNPYW92H10//14000010000/BTK/24599.600                                                                       ,200.58,0
4265,MD8511,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099743// RFX304XTK40WRSU//14000010000/BTK/34273.600                                                                       ,279.46,0
4266,MD8554,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099763// RFX309UFZKQVZ5S//14000010000/BTK/19071.600                                                                       ,155.5,0
4267,MD8561,19-Apr-25,19-Apr-25,CASH RECD-ICTC 217099767// RFX30KZQQX44EWW//14000010000/BTK/41183.600                                                                       ,335.8,0
4268,ME9848,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217105992// RFX69S8VO6STM7U//14000010000/BTK/16453.800                                                                       ,134.16,0
4269,ME9930,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106027// RFX30MLK51DE7VS//14000010000/BTK/170710.420                                                                      ,1391.96,0
4270,ME9955,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106041// RFX41T1J0VJ9MAZ//14000010000/BTK/61194.900                                                                       ,498.97,0
4271,MF0010,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106067// RFX30U06BD5LCOW//14000010000/BTK/22112.000                                                                       ,180.29,0
4272,MF0057,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106095// RFX35T8T731FR6F//14000010000/BTK/97704.000                                                                       ,796.67,0
4273,MF0073,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106099// RFX30AJ8JMHD5U9//14000010000/BTK/16000.000                                                                       ,130.46,0
4274,MF0104,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106101// RFX306LON9QEN9Y//14000010000/BTK/55067.880                                                                       ,449.02,0
4275,MF0212,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106152// RFX300U2V4KWAV8//14000010000/BTK/50937.790                                                                       ,415.34,0
4276,MF0236,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106168// RFX30XQ6OUQG4PA//14000010000/BTK/55280.000                                                                       ,450.74,0
4277,MF0305,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106217// RFX30H4L1TBSL3S//14000010000/BTK/40022.720                                                                       ,326.34,0
